AÑO,No.,VALOR ADICIONAL,VALOR TOTAL,OBJETO,MUNICIPIO,ESTADO,FECHA INICIO,FECHA TERMINACION,% AVANCE OBRA,% EJECUCION $$$$
2019,2616,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UN (01) RETROCARCADOR 866HTC, UNA VOLQUETA FVR Y UNA (01) MOTONIVELADORA, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE SAN BENITO",SAN BENITO,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2617,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UNA (01) VOLQUETA FVR Y UN (01) VIBROCOMPACTADOR, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE SANTA HELENA DEL OPON",SANTA HELENA DEL OPON,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2618,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UNA (01) VOLQUETA FVR Y UN (01) VIBROCOMPACTADOR, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE SAN JOSE DE MIRANDA",SAN JOSE DE MIRANDA,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2613,$ 0.00,"$ 6,110,886,360.00","MEJORAMIENTO Y PAVIMENTACION DE LA VIA PUERTO-PARRA - LAS MONTOYAS, MUNICIPIO DE PUERTO PARRA DEPARTAMENTO DE SANTANDER",PUERTO PARRA,LIQUIDADO,2020-09-09T00:00:00.000,2021-12-22T00:00:00.000,100.00%,100%
2019,2620,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UN (01) RETROCARGADOR 886 HTC, UNA (01) VOLQUETA FTR Y UNA (01) CAMIONETA FRONTIER 2.5, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE SURATA",SURATA,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2621,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UN (01) VIBROCOMPACTADOR, UN (01) RETROCARGADOR, UNA (01) VOLQUETA, UNA (01) MOTONIVELADORA, Y UNA (01) RETROEXCAVADORA PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE COROMORO",COROMORO,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2622,"$ 62,710,620.00","$ 542,511,480.00",INTERVENTORIA PARA LA OPTIMIZACION Y MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO COMBINADO FASE I DEL CASCO URBANO DEL MUNICIPIO DE ZAPATOCA DEPARTAMENTO DE SANTANDER,ZAPATOCA,LIQUIDADO,2020-12-01T00:00:00.000,2021-12-10T00:00:00.000,100%,100%
2019,2623,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UNA (01) MOTONIVELADORA Y UN (01) VIBROCOMPACTADOR, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE CABRERA",CABRERA,EJECUCION,2020-03-17T00:00:00.000,2023-09-16T00:00:00.000,5.00%,0.00%
2019,2624,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UNA (01) VOLQUETA, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DEL MUNICIPIO DE ENCINO",ENCINO,EJECUCION,2020-05-21T00:00:00.000,2013-11-20T00:00:00.000,4.00%,0.00%
2019,2626,$ 0.00,"$ 1,022,379,589.00","MEJORAMIENTO MEDIANTE LA CONSTRUCCION DE PLACA HUELLAS DE LA VIA QUE COMUNICA AL MUNICIPIO DE ENCINO CON EL CORREGIMIENTO DE CINCELADA,MUNICIPIO DE COROMOROEN EL SECTOR VEREDA LOS MICOS (ENCINO) DEPARTAMENTO DE SANTANDER.",ENCINO,LIQUIDADO,2020-08-19T00:00:00.000,2021-01-18T00:00:00.000,100.00%,100.00%
2019,2627,$ 0.00,"$ 34,947,920.00","INTERVENTORIA PARA EL MEJORAMIENTO MEDIANTE LA CONSTRUCCION DE PLACA HUELLAS DE LA VIA QUE COMUNICA AL MUNICIPIO DE ENCINO CON EL CORREGIMIENTO DE CINCELADA, MUNICIPIO DE COROMOROEN EN EL SECTOR VEREDA LOS MICOS (ENCINO) DEPARTAMENTO DE SANTANDER.",ENCINO,LIQUIDADO,2020-08-19T00:00:00.000,2021-01-18T00:00:00.000,100.00%,100.00%
2019,2628,$ 0.00,"$ 2,320,037,404.00","MEJORAMIENTO Y PAVIMENTACION DE LA VIA SECUNDARIA QUE COMUNICA AL MUNICIPIO DE ENCINO CON CHARALA, EN EL DEPARTAMENTO DE SANTANDER.",ENCINO,LIQUIDADO,2021-03-08T00:00:00.000,2021-10-07T00:00:00.000,100.00%,100.00%
2019,2629,"$ 670,964,735.10","$ 4,248,790,085.10","CONSTRUCCION ESTACION DE POLICIA MUNICIPIO DE OIBA, DEPARTAMENTO DE SANTANDER",OIBA,EJECUCION,2020-05-10T00:00:00.000,2003-03-16T00:00:00.000,65.00%,57.00%
2020,210,$ 0.00,"$ 382,204,200.00",INTERVENTORÍA PARA EL MEJORAMIENTO Y PAVIMENTACIÓN DE LA VIA SECUNDARIA JESUS MARIA – SUCRE DEL DEPARTAMENTO DE SANTANDER,"JESUS MARIA
SUCRE",TERMINADO,2020-10-13T00:00:00.000,2023-04-30T00:00:00.000,100%,100%
2020,211,$ 0.00,"$ 98,496,300.00","INTERVENTORÍA PARA CONSTRUCCION DE PLACA HUELLAS EN ZONAS RURALES DEL MUNICIPIO DE PALMAS DEL SOCORRO, SANTANDER",PALMAS DEL SOCORRO,LIQUIDADO,2020-08-10T00:00:00.000,2021-08-25T00:00:00.000,100.00%,100.00%
2020,676,"$ 143,454,500.00","$ 574,237,475.00","INTERVENTORÍA PARA LA CONSTRUCCION TERMINAL AÉREA, AEROPUERTO LOS POZOS MUNICIPIO DE SAN GIL, DEPARTAMENTO DE SANTANDER",SAN GIL,TERMINADO,2020-11-09T00:00:00.000,2022-12-08T00:00:00.000,100.00%,87.00%
2020,708,"ADC 1: 94123050
ADC 2: 125487400","$ 470,605,250.00","INTERVENTORÍA PARA LA CONSTRUCCION DE LA ESTACION DE POLICIA MUNICIPIO DE OIBA, DEPARTAMENTO DE SANTANDER",OIBA,EJECUCION,2020-10-05T00:00:00.000,2023-08-26T00:00:00.000,87.24%,0%
2020,760,"$ 690,705,630.00","$ 3,429,920,052.00",ATENCIÓN DE EMERGENCIA SEGÚN URGENCIA MANIFIESTA EN LA VÍA PRINCIPAL DE ACCESO AL MUNICIPIO DE SAN VICENTE DE CHUCURI DEL DEPARTAMENTO DE SANTANDER DECLARADA MEDIANTE DECRETO 0233 DE ABRIL 23 DE 2020.,SAN VICENTE DE CHUCURI,LIQUIDADO,2020-06-08T00:00:00.000,2020-08-07T00:00:00.000,100.00%,100.00%
2020,780,$ 0.00,"$ 155,681,750.00",INTERVENTORIA A LA ATENCIÓN DE EMERGENCIA SEGÚN URGENCIA MANIFIESTA EN LA VÍA PRINCIPAL DE ACCESO AL MUNICIPIO DE SAN VICENTE DE CHUCURI DEL DEPARTAMENTO DE SANTANDER DECLARADA MEDIANTE DECRETO 0233 DE ABRIL 23 DE 2020,SAN VICENTE DE CHUCURI,LIQUIDADO,2020-06-08T00:00:00.000,2020-08-07T00:00:00.000,100.00%,100.00%
2020,834,$ 0.00,"$ 10,425,000,000.00",CONSTRUCCION DE LA PRIMERA FASE Y RESTAURACION DE LA CASONA EN EL MUNICIPIO DE SAN GIL - DEPARTAMENTO DE SANTANDER,SAN GIL,EJECUCION,2019-07-23T00:00:00.000,2023-07-23T00:00:00.000,0.00%,0.00%
2020,1207,"$ 114,569,640.15","$ 782,019,395.15",EL APORTE QUE EL DEPARTAMENTO DE SANTANDER REALIZA AL MUNICIPIO DE SOCORRO PARA FINANCIAR EL PROYECTO DENOMINADO CONSTRUCCIÓN DE REDES ELÉCTRICAS Y OBRAS COMPLEMENTARIAS EN LAS INSTALACIONES DEL TEATRO MANUELA BELTRAN DEL MUNICIPIO DE EL SOCORRO,SOCORRO,TERMINADO,2020-12-09T00:00:00.000,2022-08-05T00:00:00.000,99.84%,100.00%
2020,1372,"$ 173,788,476.20","$ 1,909,074,410.20","EL APORTE QUE EL DEPARTAMENTO DE SANTANDER REALIZA AL MUNICIPIO DE OIBA, PARA FINANCIAR EL PROYECTO DENOMINADO CONSTRUCCION Y DOTACION PLACA POLIDEPORTIVA CUBIERTA, PUENTE LLANO OIBA",OIBA,LIQUIDADO,2020-09-28T00:00:00.000,2021-09-27T00:00:00.000,100.00%,100.00%
2020,1433,"$ 61,447,037.00","$ 214,629,694.00","EL APORTE QUE EL DEPARTAMENTO DE SANTANDER REALIZA AL MUNICIPIO DE HATO, PARA FINANCIAR EL PROYECTO DENOMINADO %u201CCONSTRUCCIÓN DE FRANJA DE CIRCULACIÓN PEATONAL ENTRE EL COLEGIO TECNICO AGROPECUARIO Y LA ENTRADA DEL MUNICIPIO DE HATO",HATO,TERMINADO,2020-10-22T00:00:00.000,2022-07-21T00:00:00.000,100.00%,100.00%
2020,1621,"$ 156,585,439.00","$ 473,962,820.00","EL APORTE QUE EL DEPARTAMENTO DE SANTANDER REALIZA AL MUNICIPIO DE SUAITA, PARA FINANCIAR EL PROYECTO DENOMINADO ""CONSTRUCCIÓN DE LAS OBRAS PARA LA IMPERMEABILIZACIÓN DEL VASO DEL EMBALSE LA LEONA DEL MUNICIPIO DE SUAITA, SANTANDER",SUAITA,TERMINADO,2020-10-20T00:00:00.000,2023-07-13T00:00:00.000,100%,100%
2020,1724,$ 0.00,"$ 153,700,400.00","INTERVENTORÍA TÉCNICA, ADMINISTRATIVA Y FINANCIERA PARA EL MEJORAMIENTO Y PAVIMENTACIÓN DE LA VÍA SECUNDARIA QUE COMUNICA AL MUNICIPIO DE ENCINO CON EL MUNICIPIO DE CHARALÁ EN EL DEPARTAMENTO DE SANTANDER","ENCINO
CHARALA",LIQUIDADO,2021-03-08T00:00:00.000,2021-10-07T00:00:00.000,100.00%,100.00%
2020,1766,$ 0.00,"$ 214,623,029.00","EL APORTE QUE EL DEPARTAMENTO DE SANTANDER REALIZA AL MUNICIPIO DE EL CARMEN DE CHUCURÍ, PARA FINANCIAR EL PROYECTO DENOMINADO CONSTRUCCIÓN DEL CENTRO DE INTEGRACIÓN CIUDADANA CIC, EN EL MUNICIPIO EL CARMEN DE CHUCURI",EL CARMEN DE CHUCURI,TERMINADO,2020-12-15T00:00:00.000,2022-12-29T00:00:00.000,1,1
2020,1873,$ 0.00,"$ 4,691,999,241.00",CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE CATORCE (14) VEREDAS DEL MUNICIPIO DE EL CARMEN DE CHUCURI,EL CARMEN DE CHUCURI,LIQUIDADO,2020-10-22T00:00:00.000,2021-07-21T00:00:00.000,100,100
2020,1874,$ 0.00,"$ 2,327,088,038.02","ADMINISTRAR LOS RECURSOS REFERENTES AL PROYECTO DENOMINADO: ESTUDIOS Y DISEÑOS PARA EL MEJORAMIENTO DE LA VÍA ZAPATOCA, GALÁN, BARICHARA","ZAPATOCA 
GALAN
BARICHARA",LIQUIDADO,2020-10-22T00:00:00.000,2021-09-21T00:00:00.000,1,1
2020,2013,"$ 1,446,683,708.12","$ 4,459,327,124.12",MEJORAMIENTO DE LA INFRAESTRUCTURA FISICA Y EQUIPAMIENTO TECNOLOGICO DE LOS LABORATORIOS PARA EL PROCESO MISIONAL DE FORMACION DEL INSTITUTO UNIVERSITARIO DE LA PAZ - UNIPAZ - BARRANCABERMEJA,BARRANCABERMEJA,LIQUIDADO,2020-11-25T00:00:00.000,2022-08-19T00:00:00.000,100%,100%
2020,2117,$ 0.00,"$ 646,915,633.00","AUNAR ESFUERZOS ENTRE EL DPTO DE SANTANDER SECRETARIA DE INFRAESTRUCTURA E INSTITUTO FINANCIERO PARA EL DESARROLLO DE SANTANDER - IDESAN , ENCAMINADOS A LA ADMINISTRACIÓN DE RECURSOS DESTINADOS A PAGOS QUE SE GENERAN EN EL DESARROLLO DE LOS PROYECTOS %u201CCONSTRUCCIÓN DE PAVIMENTO EN PIEDRA BARICHARA SOBRE CL 1 ENTRE CRA 1Y2; CL 1 ENTRE CRA 2Y3 CRA 1 ENTRE CL 1Y2 CRA 2 ENTRE CL 1Y2 CRA 3 ENTRE CL 1 Y VIA GUANE Y CONEXIÓN CL 1 CON LA VÍA AL CENTRO POBLADO GUANE CASCO URBANO DEL M. DE BARICHARA",BARICHARA,TERMINADO,2020-12-10T00:00:00.000,2021-09-09T00:00:00.000,1,1
2020,2121,"$ 5,407,264.00","$ 16,221,797.00",ENCARGO FIDUCIARIO PARA EL MANEJO DE LOS RECURSOS DEL PROYECTO OPTIMIZACION Y MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO COMBINADO FASE I DEL CASCO URBANO DEL MUNICIPIO DE ZAPATOCA DEPARTAMENTO DE SANTANDER,ZAPATOCA,TERMINADO,2020-11-27T00:00:00.000,2022-02-01T00:00:00.000,100.00%,100%
2020,2131,"$ 59,637,088.00","$ 178,913,087.00","INTERVENTORIA TECNICA, ADMINISTRATIVA Y FINANCIERA PARA EL MEJORAMIENTO DE LA INFRAESTRUCTURA FISICA Y EQUIPAMIENTO TECNOLOGICO DE LOS LABORATORIOS PARA EL PROCESO MISIONAL DE FORMACION DEL INSTITUTO UNIVERSITARIO DE LA PAZ - UNIPAZ - BARRANCABERMEJA",BARRANCABERMEJA,LIQUIDADO,2020-11-25T00:00:00.000,2021-02-24T00:00:00.000,1,1
2020,2143,"$ 1,039,131,049.40","$ 3,150,748,891.96","EL APORTE QUE EL DEPARTAMENTO DE SANTANDER REALIZA AL MUNICIPIO LA PAZ, PARA FINANCIAR EL PROYECTO DENOMINADO CONSTRUCCION DE UNA CANCHA SINTETICA EN EL MUNICIPIO LA PAZ",LA PAZ,EJECUCION,2020-12-30T00:00:00.000,2023-07-21T00:00:00.000,45%,100%
2020,2273,$ 0.00,"$ 14,335,201,340.00","AUNAR ESFUERZOS PARA EL MEJORAMIENTO, PAVIMENTACION Y CONSTRUCCION DE OBRAS COMPLEMENTARIAS DEL TRAMO VIAL QUE VA DESDE LA VEREDA LA CEIBA HASTA EL MONUMENTO AL OBRERO, CORREGIMIENTO EL CENTRO, MUNICIPIO DE BARRANCABERMEJA - SANTANDER",BARRANCABERMEJA,LIQUIDADO,2021-08-09T00:00:00.000,2022-05-27T00:00:00.000,1,0
2020,2280,"$ 452,646,465.27","$ 3,402,134,659.27",AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y LA PIEDECUESTANA DE SERVICIOS PUBLICOS PARA DESARROLLAR EL PROYECTO DENOMINADO OPTIMIZACION DEL SISTEMA DE ALCANTARILLADO COMBINADO DEL SECTOR DE LA CALLE 3AN ENTRE CARRERA 3E Y LA CARRERA 1W BARRIO EL REFUGIO DEL MUNICIPIO DE PIEDECUESTA,PIEDECUESTA,SUSPENDIDO,2020-12-16T00:00:00.000,2022-11-26T00:00:00.000,87%,NO PRESENTA
2020,2359,"1. $ 12.765.150,00
2. $ 438.175.987,78","$ 1,350,100,800.86",ADECUACION Y MEJORAMIENTO DEL SISTEMA DE APROVECHAMEINTO DE RESIDUOS SOLIDOS DEL MUNICIPIO DE OIBA SANTANDER,OIBA,LIQUIDADO,2020-12-18T00:00:00.000,2022-01-17T00:00:00.000,100,100
2020,2390,$ 0.00,$ 0.00,"CONTRATO INTERADMINISTRATIVO DE COMODATO DE MAQUINARIA, CELEBRADO PARA “LA ENTREGA QUE EL DEPARTAMENTO REALIZA AL MUNICIPIO, A TÍTULO DE COMODATO O PRÉSTAMO DE USO, MAQUINARIA PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCIÒN DEL MUNICIPIO DE HATO",HATO,EJECUCION,2021-05-24T00:00:00.000,2024-06-23T00:00:00.000,0,0
2020,2398,"$ 638,151,544.00","$ 2,017,351,947.00","AUNAR ESFUERZOS TECNICOS, ADMINISTRATIVOS Y FINANCIEROS ENTRE LAS PARTES PARA PROMOVER LOS ESTUDIOS, DISEÑOS Y CONTRUCCION DEL NUEVO CENTRO ADMINISTRATIVO MUNICIPAL DE GUAPOTA SANTANDER",GUAPOTA,SUSPENDIDO,2020-11-18T00:00:00.000,2023-08-30T00:00:00.000,0.83,0.83
2020,2412,$ 0.00,"$ 3,421,399,200.00","MEJORAMIENTO Y OPTIMIZACION DEL SISTEMA DE ALCANTARILLADO DE LOS SECTORES SAN CARLOS, CARLOS MARTINEZ SILVA, SANTANDER Y SAN MARTIN DEL MUNICIPIO DE SAN GIL, DEPARTAMENTO DE SANTANDER",SAN GIL,TERMINADO,2021-08-02T00:00:00.000,2022-11-08T00:00:00.000,100%,100
2020,2414,"$ 47,046,480.68","$ 681,277,493.68","AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y EL MUNICIPIO DE BARICHARA PARA LA EJECUCIÓN DEL PROYECTO CONSTRUCCIÓN DE PAVIMENTO EN PIEDRA BARICHARA SOBRE CL 1 ENTRE CRA 1 Y 2; CL 1 ENTRE CRA 2 Y 3; CRA 1 ENTRE CL 1 Y 2; CRA 2 ENTRE CL 1 Y 2; CRA 3 ENTRE CL 1 Y VIA GUANE Y CONEXIÓN CL 1 CON LA VÍA AL CENTRO POBLADO GUANE, CASCO URBANO DEL MUNICIPIO DE BARICHARA",BARICHARA,LIQUIDADO,2021-01-15T00:00:00.000,2021-10-29T00:00:00.000,1,1
2020,2462,$ 0.00,"$ 389,542,088.66",AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y EL MUNICIPIO DE GUADALUPE PARA LA EJECUCIÓN DEL PROYECTO REHABILITACIÓN DE CUBIERTA Y PLAZOLETA DE ACCESO AL CENTRO DE INTEGRACIÓN COMUNITARIO CIC DEL MUNICIPIO DE GUADALUPE,GUADALUPE,TERMINADO,2020-12-30T00:00:00.000,2022-01-28T00:00:00.000,100%,100%
2020,2463,$ 0.00,"$ 624,401,929.59",AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y EL MUNICIPIO DE PUERTO WILCHES PARA LA EJECUCIÓN DEL PROYECTO CONSTRUCCIÓN DE 50 BATERÍAS SANITARIAS EN LA ZONA RURAL DEL MUNICIPIO DE PUERTO WILCHES SANTANDER,PUERTO WILCHES,EJECUCION,2020-12-29T00:00:00.000,2023-05-28T00:00:00.000,92%,NO PRESENTA
2020,2464,$ 0.00,"$ 240,370,373.00","AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y EL MUNICIPIO DE EL PEÑON PARA LA EJECUCIÓN DEL PROYECTO CONSTRUCCIÓN DE UNIDADES SANITARIAS PARA VIVIENDA RURAL DISPERSA DEL MUNICIPIO DE EL PEÑON, SANTANDER",EL PEÑON,LIQUIDADO,2020-12-30T00:00:00.000,2022-03-28T00:00:00.000,100%,100%
2020,2465,$ 0.00,"$ 471,096,036.00",ADMINISTRAR LOS RECURSOS REFERENTES AL PROYECTO DENOMINADO SUBSIDIO A LAS CONEXIONES DE USUARIOS DE MENORES INGRESOS PARA EL PROYECTO EXTENSION DE REDES DE GAS NATURAL PARA EL AREA RURAL DEL MUNICIPIO DE LA PAZ,LA PAZ,EJECUCION,2020-12-30T00:00:00.000,2023-06-29T00:00:00.000,92%,92%
2020,2466,$ 0.00,"$ 2,540,000,000.00",ESFUERZOS PARA LA EJECUCIÓN DEL PROYECTO OPTIMIZACIÓN DEL SISTEMA DE ADUCCIÓN MEDIANTE LA REPOSICIÓN DE REDES DESDE EL EMBALSE AGUILITAS A LA PLANTA PURIBLOCK EN EL MUNICIPIO DE SOCORRO,SOCORRO,TERMINADO,2020-12-30T00:00:00.000,2022-05-28T00:00:00.000,100.00%,100.00%
2021,753,"$ 259,658,332.07","$ 2,642,216,715.13",AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y EL MUNICIPIO DE SUCRE PARA LA AMPLIACIÓN DE LA INFRAESTRUCTURA EDUCATIVA DE LA SEDE PRINCIPAL DEL COLEGIO SERGIO ARIZA DEL MUNICIPIO DE SUCRE,SUCRE,EJECUCION,2021-05-31T00:00:00.000,2023-10-22T00:00:00.000,95%,0%
2021,761,$ 0.00,"$ 2,039,260,160.00","ESTUDIOS Y DISEÑOS PARA EL MEJORAMIENTO DE LA VIA ZAPATOCA - BARICHARA, MUNICIPIOS DE ZAPATOCA, GALÁN, BARICHARA DEL DEPARTAMENTO DE SANTANDER","ZAPATOCA
GALAN
BARICHARA",LIQUIDADO,26/04/221,2022-08-28T00:00:00.000,100%,100%
2021,762,"Adicional 1: 1.073.820.052,64
Adicional 2: 1.299.236.624,51","$ 6,700,967,691.51",CONSTRUCCION REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE CATORCE (14) VEREDAS DEL MUNICIPIO DE EL CARMEN DE CHUCURÍ - SANTANDER,EL CARMEN DE CHUCURI,SUSPENDIDO,2021-05-10T00:00:00.000,2023-02-16T00:00:00.000,97%,90%
2021,995,$ 0.00,"$ 2,352,761,376.00","DIAGNÓSTICO, ACTUALIZACIÓN Y ESTRUCTURACIÓN TÉCNICA, FINANCIERA Y LEGAL DEL PROYECTO PARA LA VÍA ALTERNA GIRÓN – PIEDECUESTA","GIRON 
PIEDECUESTA",TERMINADO,2021-05-18T00:00:00.000,2021-12-25T00:00:00.000,1,1
2021,1019,$ 0.00,"$ 331,296,000.00","INTERVENTORÍA TECNICA, ADMINISTRATIVA Y FINANCIERA A LOS CONTRATOS DERIVADOS DE LOS PROYECTOS: ESTUDIOS Y DISEÑOS PARA EL MEJORAMIENTO DE LA VIA ZAPATOCA - GALÁN – BARICHARA; DIAGNOSTICO PARA LA ESTRUCTURACION, TECNICA, FINANCIERA, LEGAL DE LA VIA ALTERNA GIRON-PIEDECUESTA;","ZAPATOCA
GALAN
BARICHARA",TERMINADO,2021-04-26T00:00:00.000,2022-08-28T00:00:00.000,1,1
2021,1114,"$ 1,113,000,000.00","$ 3,340,965,789.09","AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y EL MUNICIPIO DE EL PEÑON PARA LA EJECUCIÓN DEL PROYECTO “CONSTRUCCIÓN DE REDES EN MEDIA Y BAJA TENSIÓN, MONTAJE DE TRANSFORMADORES E INSTALACIONES INTERNAS, PARA LA ELECTRIFICACIÓN RURAL DEL MUNICIPIO DE EL PEÑON",PEÑON,EJECUCION,2021-05-18T00:00:00.000,2023-08-17T00:00:00.000,90.00%,100%
2021,1260,"$ 112,763,375.49","$ 338,290,126.49","INTERVENTORÍA TÉCNICA, ADMINISTRATIVA Y FINANCIERA PARA LA CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE CATORCE (14) VEREDAS DEL MUNICIPIO",EL CARMEN DE CHUCURI,SUSPENDIDO,2021-05-10T00:00:00.000,2023-02-16T00:00:00.000,70.00%,6700%
2021,1388,"$ 766,871,005.61","$ 2,322,443,849.91",AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y EL MUNICIPIO DE CARCASÍ PARA LA EJECUCIÓN DEL PROYECTO “CONSTRUCCION REDES DE MEDIA Y BAJA TENSION Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACION RURAL DE DOCE (12) VEREDAS DEL MUNICIPIO DE CARCASÍ- SANTANDER,CARCASI,EJECUCION,2021-05-27T00:00:00.000,2023-09-26T00:00:00.000,80.00%,100%
2021,1429,$ 0.00,"$ 1,512,761,884.00","AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y EL MUNICIPIO DE GAMBITA PARA LA EJECUCIÓN DEL PROYECTO “ADECUACIÓN Y CONSTRUCCIÓN DEL COMPLEJO CULTURAL Y DEPORTIVO SAN NICOLÁS DEL MUNICIPIO DE GÁMBITA, SANTANDER",GAMBITA,TERMINADO,2021-06-16T00:00:00.000,2022-08-14T00:00:00.000,100%,100%
2021,1480,"$ 2,099,909,759.00","$ 7,098,452,852.00","AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y EL MUNICIPIO DE OIBA PARA LA EJECUCIÓN DEL PROYECTO “CONSTRUCCIÓN DEL ESTADIO MUNICIPAL DE FUTBOL Y MEJORAMIENTO DE LA VILLA OLIMPICA DEL MUNICIPIO DE OIBA, DEPARTAMENTO DE SANTANDER",OIBA,EJECUCION,2021-07-07T00:00:00.000,2023-06-25T00:00:00.000,85%,100%
2021,1481,"$ 2,185,424,695.33","$ 7,185,424,146.38","AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y EL MUNICIPIO DE BOLIVAR PARA LA EJECUCIÓN DEL PROYECTO CONSTRUCCION DE REDES EN MEDIA Y BAJA TENSION Y MONTAJE DE TRANSFORMADORES E INSTALACIONES INTERNAS, PARA LA ELECTRIFICACION RURAL DEL MUNICIPIO DE BOLIVAR",BOLIVAR,EJECUCION,2021-07-07T00:00:00.000,2023-10-06T00:00:00.000,90.00%,100%
2021,1549,"$ 151,711,388.76","$ 822,198,240.00","AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y EL MUNICIPIO DE SAN JOSE DE MIRANDA PARA LA EJECUCIÓN DEL PROYECTO “CONSTRUCCIÒN REDES DE ALCANTARILLADO SANITARIO, PLUVIAL Y ACUEDUCTO DE LA URBANIZACIÒN CENTENARIO SAN JOSE DE MIRANDA",SAN JOSE DE MIRANDA,EJECUCION,2021-07-14T00:00:00.000,2023-10-25T00:00:00.000,82.00%,0%
2021,1594,"$ 3,521,347,133.05","$ 26,661,325,009.05","AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DE SANTANDER Y LA EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE PIEDECUESTA E.S.P. PIEDECUESTANA DE SERVICIOS PUBLICOS, PARA LA CONSTRUCCIÓN Y OPTIMIZACIÓN SISTEMA DE ACUEDUCTO Y ALCANTARILLADO DEL MUNICIPIO DE PIEDECUESTA",PIEDECUESTA,EJECUCION,2021-06-30T00:00:00.000,2023-09-01T00:00:00.000,96.94%,96.64%
2021,1598,"$ 1,371,650,000.00","$ 5,066,896,556.25","MEJORAMIENTO Y CONSTRUCCIÓN DE OBRAS COMPLEMENTARIAS DEL COLEGIO INTEGRADO LOS SANTOS, DEL MUNICIPIO LOS SANTOS",LOS SANTOS,EJECUCION,2021-07-22T00:00:00.000,2023-10-21T00:00:00.000,48%,40%
2021,1599,$ 0.00,"$ 22,500,000.00",PRESTACIÓN DE SERVICIOS PARA EL APOYO A LA GESTIÓN DE VALORIZACIÓN DE LA SECRETARIA DE INFRAESTRUCTURA DEL DEPARTAMENTO DE SANTANDER,NO APLICA,LIQUIDADO,2021-06-17T00:00:00.000,2021-11-16T00:00:00.000,100.00%,100%
